Date,ProductID,UnitPrice,CompetitorPrice,PromoFlag,Quantity
2024-01-19,15,35.43,35.04,0,54
2024-01-20,15,35.43,35.18,0,69
2024-01-21,15,26.22,34.08,1,81
2024-01-22,15,26.22,33.68,1,69
2024-01-23,15,26.22,34.09,1,68
2024-01-24,15,26.22,34.67,1,81
2024-01-25,15,35.43,35.94,0,65
2024-01-26,15,35.43,35.35,0,78
2024-01-27,15,35.43,34.15,0,69
2024-01-28,15,35.43,35.84,0,75
2024-01-29,15,35.43,34.11,0,48
2024-01-30,15,35.43,30.36,0,56
2024-01-31,15,35.43,29.47,0,54
2024-02-01,15,35.43,26.16,0,59
2024-02-02,15,35.43,30.28,0,70
2024-02-03,15,35.43,34.7,0,70
2024-02-04,15,35.43,35.59,0,72
2024-02-05,15,35.43,34.75,0,59
2024-02-06,15,35.43,34.52,0,69
2024-02-07,15,35.43,35.23,0,64
2024-02-08,15,35.43,34.15,0,59
2024-02-09,15,35.43,33.91,0,76
2024-02-10,15,35.43,34.4,0,72
2024-02-11,15,35.43,34.6,0,69
2024-02-12,15,35.43,33.21,0,60
2024-02-13,15,35.43,35.8,0,61
2024-02-14,15,35.43,34.17,0,64
2024-02-15,15,35.43,35.66,0,57
2024-02-16,15,35.43,35.27,0,65
2024-02-17,15,35.43,35.51,0,67
2024-02-18,15,35.43,30.68,0,68
2024-02-19,15,35.43,29.62,0,57
2024-02-20,15,35.43,28.12,0,58
2024-02-21,15,35.43,35.78,0,54
2024-02-22,15,35.43,34.9,0,55
2024-02-23,15,35.43,34.72,0,74
2024-02-24,15,29.76,34.59,1,71
2024-02-25,15,29.76,34.84,1,88
2024-02-26,15,29.76,35.15,1,64
2024-02-27,15,29.76,34.64,1,54
2024-02-28,15,29.76,34.9,1,53
2024-02-29,15,29.76,35.46,1,76
2024-03-01,15,29.76,35.42,1,67
2024-03-02,15,35.43,35.28,0,86
2024-03-03,15,35.43,35.34,0,82
2024-03-04,15,35.43,34.17,0,67
2024-03-05,15,35.43,34.99,0,64
2024-03-06,15,35.43,34.44,0,82
2024-03-07,15,35.43,33.79,0,72
2024-03-08,15,35.43,33.95,0,66
2024-03-09,15,29.76,35.98,1,88
2024-03-10,15,29.76,34.44,1,78
2024-03-11,15,29.76,34.75,1,70
2024-03-12,15,29.76,35.41,1,92
2024-03-13,15,29.76,34.51,1,73
2024-03-14,15,29.76,34.71,1,62
2024-03-15,15,35.43,34.77,0,66
2024-03-16,15,35.43,35.3,0,78
2024-03-17,15,35.43,35,0,71
2024-03-18,15,35.43,33.3,0,72
2024-03-19,15,35.43,34.01,0,67
2024-03-20,15,35.43,33.25,0,63
2024-03-21,15,35.43,33.22,0,62
2024-03-22,15,35.43,29.44,0,55
2024-03-23,15,35.43,29.47,0,88
2024-03-24,15,35.43,30,0,76
2024-03-25,15,35.43,27.76,0,68
2024-03-26,15,35.43,30.16,0,68
2024-03-27,15,35.43,34.31,0,89
2024-03-28,15,35.43,34.69,0,69
2024-03-29,15,35.43,35.8,0,60
2024-03-30,15,35.43,35.53,0,92
2024-03-31,15,35.43,35.55,0,86
2024-04-01,15,35.43,34.74,0,65
2024-04-02,15,35.43,35.07,0,71
2024-04-03,15,35.43,33.1,0,74
2024-04-04,15,35.43,34.86,0,65
2024-04-05,15,35.43,34.57,0,67
2024-04-06,15,35.43,34.93,0,82
2024-04-07,15,35.43,35.02,0,81
2024-04-08,15,35.43,33.89,0,80
2024-04-09,15,35.43,34.83,0,69
2024-04-10,15,35.43,34.35,0,75
2024-04-11,15,35.43,34.23,0,79
2024-04-12,15,35.43,34.81,0,63
2024-04-13,15,28.34,33.79,1,82
2024-04-14,15,28.34,35.58,1,99
2024-04-15,15,28.34,34.05,1,72
2024-04-16,15,28.34,35.15,1,87
2024-04-17,15,28.34,33.93,1,80
2024-04-18,15,28.34,34.98,1,77
2024-04-19,15,35.43,36.23,0,73
2024-04-20,15,35.43,33.59,0,74
2024-04-21,15,35.43,33.46,0,82
2024-04-22,15,35.43,28.6,0,61
2024-04-23,15,35.43,26.67,0,55
2024-04-24,15,35.43,28.56,0,67
2024-04-25,15,35.43,28.34,0,68
2024-04-26,15,35.43,33.75,0,61
2024-04-27,15,35.43,35.39,0,75
2024-04-28,15,35.43,33.63,0,76
2024-04-29,15,35.43,34.93,0,65
2024-04-30,15,35.43,33.15,0,65
2024-05-01,15,35.43,35.24,0,67
2024-05-02,15,35.43,35.63,0,66
2024-05-03,15,35.43,34.43,0,70
2024-05-04,15,35.43,35.16,0,71
2024-05-05,15,35.43,33.76,0,74
2024-05-06,15,35.43,35.12,0,62
2024-05-07,15,35.43,33.98,0,87
2024-05-08,15,35.43,33.22,0,67
2024-05-09,15,35.43,33.51,0,74
2024-05-10,15,35.43,34.57,0,67
2024-05-11,15,35.43,34.24,0,73
2024-05-12,15,35.43,33.8,0,88
2024-05-13,15,35.43,33.9,0,67
2024-05-14,15,35.43,33.78,0,80
2024-05-15,15,35.43,34.41,0,69
2024-05-16,15,35.43,35.46,0,72
2024-05-17,15,35.43,35.42,0,70
2024-05-18,15,35.43,33.54,0,79
2024-05-19,15,35.43,34.08,0,87
2024-05-20,15,35.43,35.14,0,62
2024-05-21,15,35.43,35.18,0,74
2024-05-22,15,35.43,34.99,0,75
2024-05-23,15,35.43,33.77,0,60
2024-05-24,15,35.43,35.35,0,65
2024-05-25,15,35.43,33.93,0,79
2024-05-26,15,35.43,34.14,0,85
2024-05-27,15,35.43,35.44,0,70
2024-05-28,15,35.43,34.43,0,62
2024-05-29,15,35.43,34.68,0,69
2024-05-30,15,35.43,32.85,0,67
2024-05-31,15,35.43,34.95,0,78
2024-06-01,15,35.43,35.22,0,103
2024-06-02,15,35.43,33.69,0,87
2024-06-03,15,35.43,34.76,0,62
2024-06-04,15,35.43,35.18,0,65
2024-06-05,15,35.43,34.66,0,62
2024-06-06,15,35.43,34.95,0,69
2024-06-07,15,30.12,34.68,1,85
2024-06-08,15,30.12,33.61,1,81
2024-06-09,15,30.12,33.49,1,82
2024-06-10,15,30.12,34.97,1,77
2024-06-11,15,35.43,35.19,0,66
2024-06-12,15,35.43,36.18,0,74
2024-06-13,15,35.43,34.42,0,78
2024-06-14,15,35.43,34.8,0,75
2024-06-15,15,35.43,35,0,85
2024-06-16,15,24.45,34.04,1,105
2024-06-17,15,24.45,34.19,1,72
2024-06-18,15,24.45,34.16,1,92
2024-06-19,15,24.45,35.03,1,94
2024-06-20,15,35.43,34.74,0,74
2024-06-21,15,35.43,35.33,0,65
2024-06-22,15,35.43,35.07,0,91
2024-06-23,15,35.43,34.73,0,90
2024-06-24,15,35.43,34.29,0,63
2024-06-25,15,35.43,35.04,0,82
2024-06-26,15,35.43,34.48,0,82
2024-06-27,15,35.43,34.57,0,90
2024-06-28,15,35.43,33.9,0,64
2024-06-29,15,35.43,35.01,0,83
2024-06-30,15,35.43,34.48,0,76
2024-07-01,15,35.43,33.89,0,74
2024-07-02,15,35.43,33.86,0,71
2024-07-03,15,35.43,34.96,0,64
2024-07-04,15,35.43,34.59,0,65
2024-07-05,15,35.43,34.24,0,87
2024-07-06,15,35.43,35.26,0,76
2024-07-07,15,35.43,33.61,0,66
2024-07-08,15,35.43,33.26,0,63
2024-07-09,15,35.43,34.46,0,76
2024-07-10,15,35.43,34.57,0,68
2024-07-11,15,35.43,34.97,0,80
2024-07-12,15,35.43,33.88,0,69
2024-07-13,15,35.43,34.54,0,68
2024-07-14,15,27.28,34.6,1,88
2024-07-15,15,27.28,34.46,1,65
2024-07-16,15,27.28,27.87,1,74
2024-07-17,15,27.28,27.3,1,69
2024-07-18,15,27.28,29.23,1,76
2024-07-19,15,27.28,27.3,1,75
2024-07-20,15,27.28,34.53,1,93
2024-07-21,15,27.28,34.88,1,102
2024-07-22,15,29.05,35.84,1,74
2024-07-23,15,29.05,33.12,1,70
2024-07-24,15,29.05,34.54,1,79
2024-07-25,15,29.05,34.62,1,73
2024-07-26,15,29.05,34.13,1,81
2024-07-27,15,35.43,35.07,0,105
2024-07-28,15,35.43,35.69,0,82
2024-07-29,15,35.43,34.71,0,65
2024-07-30,15,35.43,34.77,0,64
2024-07-31,15,35.43,33.94,0,76
2024-08-01,15,35.43,36.03,0,70
2024-08-02,15,35.43,35.99,0,86
2024-08-03,15,35.43,35.6,0,78
2024-08-04,15,35.43,33.97,0,80
2024-08-05,15,35.43,34.44,0,69
2024-08-06,15,35.43,33.99,0,65
2024-08-07,15,29.05,34.07,1,65
2024-08-08,15,29.05,34.97,1,91
2024-08-09,15,29.05,34.96,1,77
2024-08-10,15,29.05,34.87,1,81
2024-08-11,15,29.05,35.64,1,74
2024-08-12,15,29.05,33.62,1,70
2024-08-13,15,29.05,34.59,1,85
2024-08-14,15,29.05,34.54,1,90
2024-08-15,15,35.43,34.5,0,66
2024-08-16,15,35.43,33.27,0,69
2024-08-17,15,35.43,34.88,0,84
2024-08-18,15,35.43,35.78,0,68
2024-08-19,15,35.43,34.06,0,57
2024-08-20,15,35.43,34.88,0,64
2024-08-21,15,35.43,34.73,0,69
2024-08-22,15,35.43,35.49,0,65
2024-08-23,15,35.43,34.06,0,81
2024-08-24,15,25.51,34.94,1,105
2024-08-25,15,25.51,34.01,1,109
2024-08-26,15,25.51,34.26,1,77
2024-08-27,15,25.51,35.8,1,88
2024-08-28,15,25.51,34.8,1,69
2024-08-29,15,25.51,35.78,1,84
2024-08-30,15,25.51,34.35,1,84
2024-08-31,15,25.51,35.19,1,104
2024-09-01,15,35.43,35.25,0,123
2024-09-02,15,35.43,35.16,0,72
2024-09-03,15,35.43,34.52,0,76
2024-09-04,15,35.43,33.67,0,64
2024-09-05,15,35.43,34.71,0,79
2024-09-06,15,35.43,32.93,0,83
2024-09-07,15,35.43,34.45,0,95
2024-09-08,15,35.43,34.74,0,77
2024-09-09,15,35.43,34.79,0,74
2024-09-10,15,35.43,35.22,0,72
2024-09-11,15,35.43,34.21,0,75
2024-09-12,15,35.43,35.93,0,92
2024-09-13,15,35.43,34.52,0,81
2024-09-14,15,35.43,35.22,0,84
2024-09-15,15,35.43,34.4,0,87
2024-09-16,15,35.43,34.52,0,71
2024-09-17,15,35.43,34.36,0,76
2024-09-18,15,35.43,34.78,0,66
2024-09-19,15,35.43,34.28,0,81
2024-09-20,15,35.43,34.11,0,71
2024-09-21,15,35.43,34.57,0,91
2024-09-22,15,35.43,34.11,0,85
2024-09-23,15,35.43,34.9,0,66
2024-09-24,15,35.43,33.81,0,81
2024-09-25,15,35.43,34.25,0,88
2024-09-26,15,35.43,33.61,0,74
2024-09-27,15,35.43,35.76,0,85
2024-09-28,15,35.43,33.92,0,102
2024-09-29,15,35.43,34.7,0,84
2024-09-30,15,35.43,34.17,0,68
2024-10-01,15,35.43,35.19,0,77
2024-10-02,15,35.43,34.77,0,75
2024-10-03,15,35.43,35.32,0,69
2024-10-04,15,35.43,34.81,0,79
2024-10-05,15,35.43,33.62,0,103
2024-10-06,15,35.43,34.93,0,91
2024-10-07,15,33.66,34.62,0,59
2024-10-08,15,33.66,25.52,0,84
2024-10-09,15,33.66,26.43,0,61
2024-10-10,15,33.66,28.09,0,66
2024-10-11,15,33.66,30.44,0,89
2024-10-12,15,33.66,27.11,0,86
2024-10-13,15,33.66,35.3,0,95
2024-10-14,15,33.66,34.01,0,92
2024-10-15,15,33.66,35.2,0,86
2024-10-16,15,33.66,33.61,0,79
2024-10-17,15,33.66,35.07,0,94
2024-10-18,15,33.66,33.63,0,73
2024-10-19,15,33.66,35.24,0,108
2024-10-20,15,33.66,35.77,0,81
2024-10-21,15,33.66,33.56,0,70
2024-10-22,15,33.66,35.71,0,77
2024-10-23,15,33.66,33.94,0,86
2024-10-24,15,33.66,35.11,0,87
2024-10-25,15,33.66,34.2,0,81
2024-10-26,15,33.66,35.4,0,100
2024-10-27,15,33.66,34.71,0,101
2024-10-28,15,33.66,35.26,0,80
2024-10-29,15,33.66,34.48,0,90
2024-10-30,15,33.66,34.57,0,88
2024-10-31,15,33.66,34.1,0,77
2024-11-01,15,33.66,33.1,0,102
2024-11-02,15,33.66,34.94,0,103
2024-11-03,15,33.66,35.32,0,96
2024-11-04,15,33.66,34.39,0,84
2024-11-05,15,33.66,34.11,0,69
2024-11-06,15,33.66,34.09,0,93
2024-11-07,15,33.66,35.99,0,105
2024-11-08,15,33.66,34.47,0,95
2024-11-09,15,33.66,34.78,0,116
2024-11-10,15,33.66,33.61,0,108
2024-11-11,15,33.66,34.26,0,81
2024-11-12,15,33.66,35.22,0,89
2024-11-13,15,33.66,35.37,0,88
2024-11-14,15,33.66,33.98,0,85
2024-11-15,15,33.66,33.94,0,96
2024-11-16,15,33.66,34.41,0,112
2024-11-17,15,33.66,34.57,0,107
2024-11-18,15,33.66,34.69,0,93
2024-11-19,15,33.66,35.36,0,76
2024-11-20,15,33.66,34.75,0,94
2024-11-21,15,33.66,35.04,0,101
2024-11-22,15,33.66,33.35,0,91
2024-11-23,15,33.66,34.98,0,111
2024-11-24,15,33.66,34.91,0,88
2024-11-25,15,33.66,35.64,0,79
2024-11-26,15,33.66,33.79,0,76
2024-11-27,15,33.66,35.09,0,112
2024-11-28,15,33.66,35.29,0,95
2024-11-29,15,33.66,33.87,0,92
2024-11-30,15,33.66,33.36,0,101
2024-12-01,15,33.66,34.93,0,103
2024-12-02,15,33.66,35.15,0,87
2024-12-03,15,33.66,34.34,0,81
2024-12-04,15,33.66,33.4,0,98
2024-12-05,15,33.66,34.14,0,89
2024-12-06,15,33.66,33.77,0,99
2024-12-07,15,33.66,34.76,0,109
2024-12-08,15,33.66,34.22,0,97
2024-12-09,15,33.66,34.19,0,89
2024-12-10,15,33.66,34.77,0,105
2024-12-11,15,33.66,33.6,0,114
2024-12-12,15,33.66,33,0,106
2024-12-13,15,33.66,35.31,0,114
2024-12-14,15,33.66,35.06,0,111
2024-12-15,15,33.66,33.72,0,107
2024-12-16,15,33.66,34.35,0,80
2024-12-17,15,33.66,34.99,0,91
2024-12-18,15,33.66,34.22,0,84
2024-12-19,15,33.66,34.44,0,117
2024-12-20,15,33.66,34.6,0,80
2024-12-21,15,33.66,34.58,0,114
2024-12-22,15,33.66,35.32,0,130
2024-12-23,15,33.66,34.67,0,94
2024-12-24,15,33.66,34,0,117
2024-12-25,15,33.66,35.59,0,78
2024-12-26,15,33.66,33.65,0,126
2024-12-27,15,33.66,34.22,0,91
2024-12-28,15,33.66,33.94,0,110
2024-12-29,15,33.66,35.04,0,117
2024-12-30,15,33.66,35.17,0,69
2024-12-31,15,33.66,33.37,0,89
2025-01-01,15,33.66,34.46,0,78
2025-01-02,15,33.66,35.79,0,59
2025-01-03,15,33.66,33.1,0,80
2025-01-04,15,33.66,35.24,0,80
2025-01-05,15,33.66,34.16,0,74
2025-01-06,15,33.66,34.22,0,63
2025-01-07,15,33.66,35.45,0,68
2025-01-08,15,33.66,33.95,0,69
2025-01-09,15,27.26,34.55,1,77
2025-01-10,15,27.26,34.98,1,82
2025-01-11,15,27.26,34.5,1,88
2025-01-12,15,27.26,33.67,1,112
2025-01-13,15,27.26,35.65,1,70
2025-01-14,15,33.66,36.29,0,75
2025-01-15,15,33.66,34.21,0,64
2025-01-16,15,33.66,36.27,0,72
2025-01-17,15,33.66,34.68,0,76
2025-01-18,15,33.66,35.6,0,70
2025-01-19,15,33.66,35.61,0,68
2025-01-20,15,33.66,35.13,0,59
2025-01-21,15,33.66,34.99,0,65
2025-01-22,15,23.9,35.16,1,85
2025-01-23,15,23.9,35.12,1,89
2025-01-24,15,23.9,28.4,1,61
2025-01-25,15,23.9,29.61,1,103
2025-01-26,15,33.66,29.07,0,81
2025-01-27,15,33.66,27.76,0,54
2025-01-28,15,33.66,26.25,0,73
2025-01-29,15,33.66,29.56,0,71
2025-01-30,15,33.66,27.89,0,89
2025-01-31,15,33.66,33.42,0,67
2025-02-01,15,33.66,34.52,0,80
2025-02-02,15,33.66,35.89,0,92
2025-02-03,15,33.66,33.49,0,61
2025-02-04,15,33.66,34.51,0,88
2025-02-05,15,33.66,35.48,0,74
2025-02-06,15,33.66,34.83,0,64
2025-02-07,15,33.66,34.97,0,64
2025-02-08,15,33.66,35.06,0,89
2025-02-09,15,33.66,34.79,0,83
2025-02-10,15,33.66,34.99,0,59
2025-02-11,15,33.66,34.04,0,60
2025-02-12,15,33.66,35.01,0,75
2025-02-13,15,33.66,34.06,0,93
2025-02-14,15,33.66,34.95,0,67
2025-02-15,15,33.66,35.85,0,90
2025-02-16,15,33.66,34.59,0,96
2025-02-17,15,26.93,34.86,1,64
2025-02-18,15,26.93,36.1,1,75
2025-02-19,15,26.93,34.43,1,92
2025-02-20,15,26.93,35.05,1,73
2025-02-21,15,26.93,34.75,1,89
2025-02-22,15,26.93,33.43,1,95
2025-02-23,15,26.93,33.36,1,93
2025-02-24,15,26.93,35.32,1,72
2025-02-25,15,33.66,33.73,0,63
2025-02-26,15,33.66,34.78,0,76
2025-02-27,15,33.66,34.68,0,82
2025-02-28,15,33.66,34.97,0,82
2025-03-01,15,33.66,35.99,0,81
2025-03-02,15,33.66,33.22,0,95
2025-03-03,15,33.66,33.92,0,71
2025-03-04,15,33.66,34.83,0,72
2025-03-05,15,33.66,34.2,0,53
2025-03-06,15,23.9,33.75,1,97
2025-03-07,15,23.9,34.13,1,104
2025-03-08,15,23.9,34.93,1,115
2025-03-09,15,23.9,35.33,1,103
2025-03-10,15,23.9,34.11,1,79
2025-03-11,15,23.9,33.96,1,94
2025-03-12,15,23.9,35.08,1,106
2025-03-13,15,33.66,34.54,0,74
2025-03-14,15,33.66,34.45,0,74
2025-03-15,15,33.66,34.42,0,98
2025-03-16,15,33.66,33.72,0,91
2025-03-17,15,33.66,35.52,0,54
2025-03-18,15,33.66,33.53,0,90
2025-03-19,15,33.66,34.14,0,85
2025-03-20,15,33.66,34.45,0,76
2025-03-21,15,33.66,34.37,0,79
2025-03-22,15,33.66,35.05,0,84
2025-03-23,15,33.66,34.93,0,102
2025-03-24,15,33.66,33.86,0,77
2025-03-25,15,33.66,34.31,0,72
2025-03-26,15,33.66,34.28,0,67
2025-03-27,15,33.66,34.54,0,67
2025-03-28,15,33.66,34.4,0,86
2025-03-29,15,33.66,34.02,0,98
2025-03-30,15,33.66,34.76,0,80
2025-03-31,15,33.66,34.88,0,71
2025-04-01,15,33.66,35.42,0,76
2025-04-02,15,33.66,34.6,0,76
2025-04-03,15,33.66,34.51,0,83
2025-04-04,15,33.66,34.21,0,75
2025-04-05,15,33.66,33.85,0,69
2025-04-06,15,33.66,34.07,0,87
2025-04-07,15,24.91,34.9,1,63
2025-04-08,15,24.91,34.67,1,82
2025-04-09,15,24.91,33.93,1,81
2025-04-10,15,24.91,34.08,1,89
2025-04-11,15,24.91,36.32,1,115
2025-04-12,15,24.91,34.37,1,111
2025-04-13,15,33.66,33.65,0,88
2025-04-14,15,33.66,35.04,0,73
2025-04-15,15,33.66,35.03,0,64
2025-04-16,15,33.66,34.72,0,91
2025-04-17,15,33.66,34.52,0,83
2025-04-18,15,33.66,33.48,0,89
2025-04-19,15,33.66,35.7,0,91
2025-04-20,15,33.66,34.83,0,99
2025-04-21,15,24.57,27.64,1,97
2025-04-22,15,24.57,28.64,1,117
2025-04-23,15,24.57,26.46,1,75
2025-04-24,15,24.57,34.05,1,90
2025-04-25,15,24.57,35.12,1,117
2025-04-26,15,33.66,34.37,0,103
2025-04-27,15,33.66,35.29,0,89
2025-04-28,15,33.66,28.13,0,75
2025-04-29,15,33.66,28.27,0,90
2025-04-30,15,33.66,29.39,0,76
2025-05-01,15,33.66,29.36,0,95
2025-05-02,15,33.66,29.53,0,77
2025-05-03,15,33.66,26.81,0,81
2025-05-04,15,33.66,34.49,0,96
2025-05-05,15,33.66,34.71,0,65
2025-05-06,15,33.66,34.15,0,98
2025-05-07,15,33.66,34.42,0,87
2025-05-08,15,26.59,32.96,1,86
2025-05-09,15,26.59,34.07,1,101
2025-05-10,15,26.59,34.7,1,97
2025-05-11,15,26.59,33.79,1,122
2025-05-12,15,26.59,33.79,1,93
2025-05-13,15,26.59,34.09,1,91
2025-05-14,15,33.66,35.68,0,97
2025-05-15,15,33.66,35.84,0,70
2025-05-16,15,33.66,34.66,0,83
2025-05-17,15,33.66,35.02,0,107
2025-05-18,15,33.66,34.91,0,102
2025-05-19,15,23.56,34.57,1,70
2025-05-20,15,23.56,33.95,1,102
2025-05-21,15,23.56,35.14,1,98
2025-05-22,15,23.56,34.74,1,94
2025-05-23,15,23.56,34.08,1,107
2025-05-24,15,23.56,35.55,1,126
2025-05-25,15,23.56,35.46,1,103
2025-05-26,15,33.66,35.77,0,74
2025-05-27,15,33.66,35.65,0,84
2025-05-28,15,33.66,33.2,0,73
2025-05-29,15,33.66,33.75,0,76
2025-05-30,15,33.66,34.34,0,97
2025-05-31,15,33.66,34.86,0,90
2025-06-01,15,33.66,33.74,0,90
2025-06-02,15,33.66,34.16,0,72
2025-06-03,15,33.66,34.22,0,92
2025-06-04,15,33.66,34.86,0,76
2025-06-05,15,33.66,34.79,0,103
2025-06-06,15,33.66,34.39,0,79
2025-06-07,15,33.66,33.94,0,107
2025-06-08,15,33.66,35.19,0,83
2025-06-09,15,33.66,33.79,0,61
2025-06-10,15,33.66,33.6,0,64
2025-06-11,15,33.66,33.87,0,73
2025-06-12,15,33.66,33.85,0,70
2025-06-13,15,33.66,34.25,0,93
2025-06-14,15,33.66,33.12,0,92
2025-06-15,15,33.66,33.82,0,83
2025-06-16,15,33.66,34.41,0,71
2025-06-17,15,25.92,34.93,1,87
2025-06-18,15,25.92,34.56,1,102
2025-06-19,15,25.92,34.22,1,92
2025-06-20,15,25.92,34.45,1,92
2025-06-21,15,25.92,35.03,1,105
2025-06-22,15,25.92,33.08,1,97
2025-06-23,15,25.92,34.53,1,83
2025-06-24,15,25.92,34.5,1,101
2025-06-25,15,33.66,34.29,0,79
2025-06-26,15,33.66,33.48,0,92
2025-06-27,15,33.66,34.2,0,77
2025-06-28,15,33.66,34.8,0,82
2025-06-29,15,33.66,35.4,0,90
2025-06-30,15,33.66,35.69,0,80
2025-07-01,15,33.66,33.73,0,80
2025-07-02,15,33.66,35.82,0,85
2025-07-03,15,33.66,34.44,0,76
2025-07-04,15,33.66,34.79,0,73
2025-07-05,15,33.66,34.18,0,111
2025-07-06,15,33.66,33.71,0,75
2025-07-07,15,33.66,33,0,70
2025-07-08,15,33.66,34.99,0,69
2025-07-09,15,23.22,35.04,1,99
2025-07-10,15,23.22,34.71,1,110
2025-07-11,15,23.22,33.72,1,93
2025-07-12,15,23.22,35.29,1,102
2025-07-13,15,33.66,33.96,0,105
2025-07-14,15,33.66,34.31,0,71
2025-07-15,15,33.66,35.26,0,80
2025-07-16,15,33.66,34.91,0,99
2025-07-17,15,33.66,34.16,0,77
2025-07-18,15,33.66,34,0,67
2025-07-19,15,33.66,34.51,0,100
2025-07-20,15,33.66,35.96,0,83
2025-07-21,15,33.66,35.68,0,86
2025-07-22,15,33.66,33.73,0,79
2025-07-23,15,33.66,34.3,0,80
2025-07-24,15,33.66,33.6,0,78
2025-07-25,15,33.66,34.41,0,83
2025-07-26,15,33.66,34.32,0,97
2025-07-27,15,33.66,35.26,0,89
2025-07-28,15,33.66,34.8,0,92
2025-07-29,15,33.66,33.67,0,87
2025-07-30,15,33.66,35.31,0,75
2025-07-31,15,33.66,33.76,0,78
2025-08-01,15,33.66,34.05,0,71
2025-08-02,15,33.66,33.2,0,95
2025-08-03,15,33.66,35.39,0,89
2025-08-04,15,33.66,34.02,0,71
2025-08-05,15,33.66,35.94,0,83
2025-08-06,15,33.66,34,0,77
2025-08-07,15,33.66,35.22,0,79
2025-08-08,15,33.66,33.68,0,101
2025-08-09,15,33.66,35.19,0,89
2025-08-10,15,33.66,33.97,0,104
2025-08-11,15,33.66,35.19,0,62
2025-08-12,15,33.66,35.42,0,70
2025-08-13,15,33.66,33.66,0,94
2025-08-14,15,33.66,34.28,0,72
2025-08-15,15,33.66,34.73,0,74
2025-08-16,15,33.66,34.87,0,102
2025-08-17,15,33.66,34.01,0,98
2025-08-18,15,33.66,35.03,0,78
2025-08-19,15,33.66,34.08,0,86
2025-08-20,15,33.66,34.22,0,96
2025-08-21,15,33.66,35.7,0,69
2025-08-22,15,24.74,33.75,1,90
2025-08-23,15,24.74,34.74,1,101
2025-08-24,15,24.74,35.44,1,100
2025-08-25,15,24.74,35.57,1,79
2025-08-26,15,24.74,35.59,1,95
2025-08-27,15,32.99,35.06,0,80
2025-08-28,15,32.99,35.32,0,81
2025-08-29,15,32.99,34.55,0,83
2025-08-30,15,32.99,35.19,0,101
2025-08-31,15,32.99,35.08,0,87
2025-09-01,15,32.99,33.84,0,74
2025-09-02,15,32.99,35.36,0,102
2025-09-03,15,32.99,34.5,0,77
2025-09-04,15,32.99,33.42,0,82
2025-09-05,15,32.99,33.87,0,98
2025-09-06,15,32.99,34.64,0,104
2025-09-07,15,27.71,34.71,1,118
2025-09-08,15,27.71,34.64,1,102
2025-09-09,15,27.71,33.69,1,93
2025-09-10,15,27.71,36.09,1,84
2025-09-11,15,32.99,33.56,0,81
2025-09-12,15,32.99,34.25,0,99
2025-09-13,15,32.99,34.01,0,106
2025-09-14,15,32.99,34.18,0,98
2025-09-15,15,32.99,34.13,0,85
2025-09-16,15,32.99,34.55,0,96
2025-09-17,15,32.99,34.19,0,93
2025-09-18,15,32.99,34.17,0,101
2025-09-19,15,32.99,34.02,0,90
2025-09-20,15,32.99,33.93,0,100
2025-09-21,15,32.99,35.47,0,80
2025-09-22,15,32.99,34.41,0,68
2025-09-23,15,32.99,33.77,0,92
2025-09-24,15,32.99,33.67,0,88
2025-09-25,15,32.99,35.21,0,76
2025-09-26,15,28.04,34.57,1,107
2025-09-27,15,28.04,33.5,1,111
2025-09-28,15,28.04,35.21,1,121
2025-09-29,15,28.04,34.64,1,94
2025-09-30,15,28.04,34.15,1,97
2025-10-01,15,28.04,32.42,1,102
2025-10-02,15,32.99,34.92,0,98
2025-10-03,15,32.99,33.78,0,106
2025-10-04,15,32.99,33.07,0,122
2025-10-05,15,32.99,34.02,0,104
2025-10-06,15,32.99,33.36,0,82
2025-10-07,15,32.99,34.68,0,83
2025-10-08,15,32.99,35.65,0,84
2025-10-09,15,32.99,33.37,0,114
2025-10-10,15,32.99,34.44,0,79
2025-10-11,15,32.99,34.09,0,97
2025-10-12,15,32.99,33.81,0,126
2025-10-13,15,32.99,34.25,0,68
2025-10-14,15,32.99,35.43,0,88
2025-10-15,15,32.99,34.32,0,97
2025-10-16,15,32.99,34.78,0,93
2025-10-17,15,32.99,34.9,0,87
2025-10-18,15,32.99,34.06,0,105
2025-10-19,15,32.99,34.41,0,104
2025-10-20,15,32.99,33.99,0,77
2025-10-21,15,32.99,34.62,0,92
2025-10-22,15,32.99,35.02,0,99
2025-10-23,15,32.99,35.28,0,96
2025-10-24,15,32.99,33.71,0,103
2025-10-25,15,32.99,34.05,0,95
2025-10-26,15,32.99,35.2,0,110
2025-10-27,15,32.99,34.61,0,95
2025-10-28,15,32.99,34.77,0,82
2025-10-29,15,32.99,34.9,0,82
2025-10-30,15,32.99,33.65,0,88
2025-10-31,15,25.73,34.77,1,129
2025-11-01,15,25.73,33.77,1,137
2025-11-02,15,25.73,34.02,1,116
2025-11-03,15,25.73,34.58,1,118
2025-11-04,15,25.73,34.21,1,93
2025-11-05,15,25.73,34.35,1,133
2025-11-06,15,32.99,34.45,0,110
2025-11-07,15,32.99,33.36,0,117
2025-11-08,15,32.99,35.72,0,121
2025-11-09,15,32.99,34.8,0,108
2025-11-10,15,32.99,35.35,0,91
2025-11-11,15,32.99,34.27,0,100
2025-11-12,15,32.99,34.45,0,118
2025-11-13,15,32.99,34.78,0,90
